day,inc_case_mean,inc_case_var,inc_death_mean,inc_death_var,inc_death_hospital_mean,inc_death_hospital_var,age_0_S_mean,age_0_S_var,age_0_E_mean,age_0_E_var,age_0_H_mean,age_0_H_var,age_0_R_mean,age_0_R_var,age_0_D_mean,age_0_D_var,age_0_I_mean,age_0_I_var,age_0_IS_mean,age_0_IS_var,age_1_S_mean,age_1_S_var,age_1_E_mean,age_1_E_var,age_1_H_mean,age_1_H_var,age_1_R_mean,age_1_R_var,age_1_D_mean,age_1_D_var,age_1_I_mean,age_1_I_var,age_1_IS_mean,age_1_IS_var,age_2_S_mean,age_2_S_var,age_2_E_mean,age_2_E_var,age_2_H_mean,age_2_H_var,age_2_R_mean,age_2_R_var,age_2_D_mean,age_2_D_var,age_2_I_mean,age_2_I_var,age_2_IS_mean,age_2_IS_var,age_3_S_mean,age_3_S_var,age_3_E_mean,age_3_E_var,age_3_H_mean,age_3_H_var,age_3_R_mean,age_3_R_var,age_3_D_mean,age_3_D_var,age_3_I_mean,age_3_I_var,age_3_IS_mean,age_3_IS_var,age_4_S_mean,age_4_S_var,age_4_E_mean,age_4_E_var,age_4_H_mean,age_4_H_var,age_4_R_mean,age_4_R_var,age_4_D_mean,age_4_D_var,age_4_I_mean,age_4_I_var,age_4_IS_mean,age_4_IS_var,age_5_S_mean,age_5_S_var,age_5_E_mean,age_5_E_var,age_5_H_mean,age_5_H_var,age_5_R_mean,age_5_R_var,age_5_D_mean,age_5_D_var,age_5_I_mean,age_5_I_var,age_5_IS_mean,age_5_IS_var,age_6_S_mean,age_6_S_var,age_6_E_mean,age_6_E_var,age_6_H_mean,age_6_H_var,age_6_R_mean,age_6_R_var,age_6_D_mean,age_6_D_var,age_6_I_mean,age_6_I_var,age_6_IS_mean,age_6_IS_var,age_7_S_mean,age_7_S_var,age_7_E_mean,age_7_E_var,age_7_H_mean,age_7_H_var,age_7_R_mean,age_7_R_var,age_7_D_mean,age_7_D_var,age_7_I_mean,age_7_I_var,age_7_IS_mean,age_7_IS_var
0,0.0,0.0,0.0,0.0,0.0,0.0,1265685.788,1188.0911471497927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.239,1063.5113903903891,0.0,0.0,637748.001,551.288287287022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.76,430.72512512512526,0.0,0.0,664889.952,526.8245205190326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.338,429.0848408408411,0.0,0.0,809447.768,657.6458218218052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.312,534.7694254254255,0.0,0.0,710069.373,598.7205915913829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.331,467.86330230230163,0.0,0.0,600555.48,529.6912912906288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.526,409.79912312312297,0.0,0.0,632119.48,524.1297297307563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.64,393.972372372372,0.0,0.0,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1263897.348,3723.9688648636793,721.369,936.7335725725725,0.0,0.0,108.96,128.3087087087089,0.0,0.0,1798.283,1870.665576576576,6.162,6.540296296296292,636666.949,2233.413812811778,545.958,802.172408408408,0.0,0.0,47.739,50.859738738738756,0.0,0.0,781.428,779.6544704704692,6.272,6.584600600600603,663800.608,2137.7741101073357,528.52,756.2898898898906,0.0,0.0,49.512,53.83969569569569,0.0,0.0,817.521,790.5921511511518,6.587,6.903334334334331,808099.235,2536.0698448448056,665.773,947.3848558558568,0.0,0.0,59.907,68.68904004004008,0.0,0.0,996.971,992.3525115115125,7.823,7.97965065065065,708953.506,2084.6666306302823,516.974,616.3256496496488,0.0,0.0,53.163,62.72515615615614,0.0,0.0,872.855,941.7176926926932,6.941,7.637156156156145,599791.711,1454.1636426431573,257.93,275.9590590590593,0.0,0.0,45.019,50.09072972972975,0.0,0.0,737.589,769.7618408408406,6.003,6.53752852852853,631349.47,1424.6357357362112,237.055,260.3583333333334,0.0,0.0,46.928,51.11392992992989,0.0,0.0,777.43,766.9760760760753,6.295,6.252227227227232,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,1261445.719,8653.61365265157,1384.905,1921.9699449449442,0.0,0.0,313.675,362.53190690690695,0.0,0.0,3189.921,3671.193952952955,17.692,20.96973773773773,635079.857,5674.088639639622,1050.475,1451.7150900900897,0.0,0.0,137.021,152.04860760760766,0.0,0.0,1528.35,1830.8403403403402,18.63,21.697599599599616,662225.231,5162.456095097197,1015.636,1512.7602642642673,0.0,0.0,142.673,145.8939649649651,0.0,0.0,1565.007,1818.7697207207202,19.481,22.516823823823827,806138.222,6204.379095095386,1278.877,1818.132003003002,0.0,0.0,173.52,193.302902902903,0.0,0.0,1925.312,2077.538194194194,23.295,28.920895895895903,707362.164,4726.129233228665,994.913,1281.2426736736727,0.0,0.0,152.768,165.78796396396402,0.0,0.0,1634.455,1865.1951701701694,20.734,24.397371371371378,598791.08,2726.7863863870275,494.418,551.4026786786781,0.0,0.0,129.638,144.85581181181172,0.0,0.0,1243.826,1267.6253493493487,17.642,21.457213213213212,630361.461,2545.4619409398956,456.469,492.6396786786788,0.0,0.0,135.585,143.105880880881,0.0,0.0,1282.299,1327.801400400401,18.511,21.799614614614615,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,1257785.429,18926.997956950414,2596.884,4684.400944944952,0.0,0.0,677.871,780.6249839839841,0.0,0.0,5010.9,6888.374374374375,38.611000000000004,52.23694394394393,632518.79,13527.87377377388,2024.235,3303.3230980980998,0.0,0.0,311.31,341.7296296296299,0.0,0.0,2581.244,3465.0014654654615,43.109,55.22773873873876,659719.157,12091.48783883791,1946.697,3286.7299209209195,0.0,0.0,321.284,318.6439879879876,0.0,0.0,2604.093,3285.4237747747734,44.477999999999994,62.71201801801808,803009.086,14919.740344345537,2451.025,3981.6260010009996,0.0,0.0,393.618,435.9300060060061,0.0,0.0,3217.926,4209.488012012013,54.156000000000006,71.38819819819815,704867.422,10626.246162163601,1896.557,3005.610361361365,0.0,0.0,338.796,372.5689529529531,0.0,0.0,2679.975,3393.0113863863876,46.707,61.35369269269266,597361.833,4827.506617615652,925.142,1130.4783143143136,0.0,0.0,271.667,308.46257357357354,0.0,0.0,1873.851,2081.920719719725,37.544000000000004,51.57451651651653,628993.111,4498.883562563244,836.343,958.3937447447456,0.0,0.0,282.387,315.7950260260265,0.0,0.0,1899.679,2007.403362362361,39.376000000000005,53.15633033033038,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,1252464.781,38563.29833733634,4260.048,7545.763459459477,0.0,0.0,1249.447,1470.1193103103092,0.0,0.0,7704.677,13197.678349349366,72.38900000000001,115.27152052052045,628604.656,30690.714378374818,3381.01,6489.55945945946,0.0,0.0,605.803,684.8770680680684,0.0,0.0,4262.954,6874.276160160165,84.872,118.71833633633628,655923.104,26832.05924323764,3239.072,5707.1359519519465,0.0,0.0,618.058,693.5161521521512,0.0,0.0,4242.368,6949.231807807792,86.781,132.55185685685686,798246.25,34226.85635635337,4085.478,7778.225741741751,0.0,0.0,759.895,848.7807557557572,0.0,0.0,5270.275,8461.036411411402,105.828,154.9043703703704,701123.573,21867.301972976453,3148.566,5032.0276716716635,0.0,0.0,644.971,722.8289879879895,0.0,0.0,4300.631,6508.333172172164,90.14099999999999,134.63191091091096,595338.929,8989.917876883777,1519.25,1981.7772772772767,0.0,0.0,485.128,563.1968128128132,0.0,0.0,2765.229,3245.5541131131404,67.95299999999999,108.18404304304298,627111.117,7589.963274275921,1351.65,1558.8583583583527,0.0,0.0,499.273,560.130601601601,0.0,0.0,2739.157,2995.6560070070122,70.533,109.78179479479483,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,1244583.221,82250.20035936129,6823.502,14938.686682682654,0.315,0.326101101101101,2128.607,2639.133684684685,0.0,0.0,11572.906,25575.004168168234,121.858,210.52117117117135,622563.717,67037.08599698826,5511.021,12473.862421421403,0.261,0.2831621621621623,1093.906,1377.5907547547547,0.0,0.0,6800.166,15003.517961961947,151.64700000000002,256.24991891891904,650118.545,59069.93791290722,5251.649,11018.21601501502,0.302,0.3731691691691686,1104.001,1295.9109099099103,0.0,0.0,6690.385,13505.276051051016,153.465,264.6507637637638,790939.115,79793.20698198232,6634.037,15790.005636636648,0.337,0.40183283283283344,1364.789,1714.2487277277287,0.0,0.0,8346.721,18053.35451351346,188.92399999999998,310.3674834834831,695430.531,49293.862901907305,5100.655,10654.776751751699,0.328,0.3667827827827825,1138.508,1346.6285645645671,0.0,0.0,6701.245,12538.80778278278,157.99099999999999,263.04398698698697,592407.953,16699.011802805555,2429.952,3341.8575535535456,0.448,0.5498458458458472,802.192,931.2844204204195,0.0,0.0,4012.843,5268.691042042029,111.77999999999999,189.7150050050048,624447.117,12689.558869870261,2135.155,2662.0209959959925,0.763,1.137968968968969,813.717,895.5284394394404,0.0,0.0,3879.083,4908.55466566567,114.201,189.05993093093093,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.754,3.6851691691691646,0.0,0.0,0.0,0.0,1232959.968,178446.58556155508,10572.733,29907.473184184226,1.501,1.733732732732734,3455.28,4564.506106106101,0.0,0.0,17281.819,51680.55879779786,192.64,357.93914914914876,613392.616,152406.94348748896,8645.57,26006.47557557562,1.126,1.1452692692692685,1878.416,2647.3663103103104,0.0,0.0,10689.679,31287.9479069069,254.99,471.03799399399406,641346.27,129420.17327327735,8224.125,21883.43480980979,1.324,1.4444684684684697,1876.229,2315.2438028028073,0.0,0.0,10407.915,28359.831606606636,255.22700000000003,481.9903333333334,779887.623,183913.0739449461,10384.873,32256.397268268385,1.5,1.6596596596596582,2326.681,3140.371610610611,0.0,0.0,13037.138,39144.7697257257,315.452,592.0702802802806,686866.44,107187.47387386196,7977.596,19943.918702702762,1.527,1.6969679679679688,1912.295,2229.7997747747663,0.002,0.001997997997997997,10331.687,25353.464495495533,258.815,468.82827927927985,588139.91,31213.046946945382,3768.938,6131.677833833827,2.121,2.554913913913915,1266.871,1524.4608198198177,0.002,0.001997997997997998,5817.557,9010.581332332316,170.392,307.0636056056057,620648.038,22839.30786386006,3272.461,4781.806285285272,3.355,4.185160160160163,1261.974,1390.5638878878892,0.023,0.02449549549549548,5495.387,7665.202433433443,170.88799999999998,315.44047247247244,113081.089,84.0311101101637,11.911,84.03111011011015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,9.861,11.857536536536523,0.027,0.028299299299299308,0.027,0.028299299299299308,1215764.307,395456.7094604758,16155.913,61870.03947047045,3.827,4.445516516516513,5440.067,8127.077588588565,0.001,0.001,25676.436,107263.50140540554,294.337,580.1231921921919,599561.33,338547.1802802748,13314.337,49390.253684684685,3.264,3.770074074074075,3115.734,5115.596840840839,0.001,0.0010000000000000002,16553.765,68109.06083583602,413.713,814.1415965965963,628163.502,282268.25224824686,12642.19,41439.23713713703,3.577,4.090161161161162,3081.461,4346.156635635634,0.003,0.0029939939939939964,15994.996,58126.10008408423,408.63,853.0394674674676,763265.718,409551.39386986074,15963.878,58928.783899899965,3.92,4.263863863863869,3838.251,5822.758757757756,0.007,0.006957957957957958,20083.067,82002.46897997975,508.265,1043.6006196196192,674026.262,237194.99034637026,12259.458,39534.74698298322,4.082,4.15743343343344,3110.233,3990.164875875868,0.008,0.007943943943943934,15766.981,52611.528167167024,409.933,835.4115245245243,581871.909,62559.91663562528,5772.574,11414.42094494501,5.218,6.336812812812819,1942.976,2301.17259659659,0.023,0.02249349349349352,8450.11,16564.60650650648,252.74,477.65542542542585,615159.778,45372.70742342278,4964.655,9119.755730730747,8.27,11.12822822822824,1901.99,2039.733633633626,0.096,0.09688088088088084,7799.466,12579.250094094126,247.47100000000003,499.8637207207204,113027.081,529.2937327325936,54.011,320.46134034034037,0.0,0.0,0.0,0.0,0.0,0.0,9.233,52.130841841841836,0.0,0.0
8,20.411,29.047126126126162,0.112,0.10556156156156139,0.109,0.10122022022022006,1190435.18,884736.4100100036,24304.055,125890.8328078081,7.782,9.325801801801804,8395.114,15631.452456456489,0.002,0.0019979979979979977,38082.643,229817.92747847873,443.024,949.7250970970968,579006.556,717315.9968608767,20049.764,91298.84114514533,7.02,7.244844844844845,5036.253,10349.888879879862,0.004,0.003987987987987988,25346.011,140872.9598388389,653.56,1416.9418358358348,608595.773,606227.7772482458,19038.58,79363.20880880898,7.485,8.344119119119124,4937.659,8587.177896896867,0.006,0.005969969969969967,24352.216,123915.77511911922,639.5690000000001,1436.4646696696693,738597.028,914742.7559719677,24025.841,127913.8976166167,8.35,9.380880880880886,6170.381,11789.567406406393,0.016,0.01575975975975977,30628.711,179318.6221011015,799.6690000000001,1759.0115245245265,654990.413,521969.02345444047,18468.476,75217.25868268246,8.405,8.891866866866863,4941.758,7374.287723723759,0.035,0.035810810810810834,23882.365,113471.7595345346,636.8489999999999,1405.4213263263268,572671.969,129266.81685585312,8709.439,20695.545824824792,10.206,12.239803803803808,2928.068,3818.199575575576,0.088,0.09234834834834829,12327.623,31223.840711711757,370.598,768.7698958958961,607200.051,90734.07247146567,7440.693,16401.846597597607,15.914,20.048652652652656,2811.425,3150.416791791793,0.3,0.30230230230230243,11147.634,23037.525569569672,354.15400000000005,771.3322502502502,112886.547,1997.749540540647,140.534,900.18502902903,0.0,0.0,1.093,1.908259259259258,0.0,0.0,49.809,310.04456356356377,0.127,0.12900000000000014
9,34.856,45.33459859859861,0.312,0.33098698698698686,0.299,0.311910910910911,1153403.136,1883120.3158198306,36026.325,229365.86924424474,13.662,16.11787387387387,12779.651,30287.54874774763,0.004,0.003987987987987987,56325.152,497923.1880840824,661.6629999999999,1484.3436586586577,548965.035,1497969.2450200312,29553.368,176539.35392992973,13.541,13.567886886886907,7981.913,21037.080511511496,0.01,0.009909909909909916,38329.611,290419.449128128,1017.3319999999999,2395.130956956955,579991.134,1262243.1632072139,28091.02,149236.19579579585,14.183,14.92243343343343,7768.885,18048.017792792798,0.012,0.011867867867867877,36691.098,250827.67206806818,987.521,2329.2639069069087,702554.531,1945399.618657641,35419.236,227882.0723763759,15.445,17.44842342342342,9732.981,24204.09273173172,0.039,0.0395185185185185,46183.58,386507.4550550558,1238.1,2957.452704704703,627100.916,1118869.8187627762,27338.65,145181.19469469445,15.462,16.8393953953954,7719.146,14361.057741741715,0.082,0.08135735735735745,35863.169,231770.54498398368,976.3630000000002,2306.7963293293315,559201.418,270072.6038798711,12988.255,38397.417392392344,17.819,21.727966966967013,4368.329,6690.485244244234,0.205,0.20718218218218198,18024.31,58478.4923923922,538.7069999999999,1235.5185595595594,595632.974,188916.09541942686,11054.915,29566.322097097,27.226,35.05798198198199,4110.708,5486.369105105097,0.682,0.6655415415415407,16023.599,43850.6848838838,504.59900000000005,1179.8042652652648,112603.476,5367.913337337147,283.071,1631.8678268268268,0.0,0.0,6.784,14.305649649649666,0.0,0.0,152.828,1106.1906066066053,0.878,0.9897857857857854
