day,inc_case_mean,inc_case_var,inc_death_mean,inc_death_var,inc_death_hospital_mean,inc_death_hospital_var,age_0_S_mean,age_0_S_var,age_0_E_mean,age_0_E_var,age_0_H_mean,age_0_H_var,age_0_R_mean,age_0_R_var,age_0_D_mean,age_0_D_var,age_0_I_mean,age_0_I_var,age_0_IS_mean,age_0_IS_var,age_1_S_mean,age_1_S_var,age_1_E_mean,age_1_E_var,age_1_H_mean,age_1_H_var,age_1_R_mean,age_1_R_var,age_1_D_mean,age_1_D_var,age_1_I_mean,age_1_I_var,age_1_IS_mean,age_1_IS_var,age_2_S_mean,age_2_S_var,age_2_E_mean,age_2_E_var,age_2_H_mean,age_2_H_var,age_2_R_mean,age_2_R_var,age_2_D_mean,age_2_D_var,age_2_I_mean,age_2_I_var,age_2_IS_mean,age_2_IS_var,age_3_S_mean,age_3_S_var,age_3_E_mean,age_3_E_var,age_3_H_mean,age_3_H_var,age_3_R_mean,age_3_R_var,age_3_D_mean,age_3_D_var,age_3_I_mean,age_3_I_var,age_3_IS_mean,age_3_IS_var,age_4_S_mean,age_4_S_var,age_4_E_mean,age_4_E_var,age_4_H_mean,age_4_H_var,age_4_R_mean,age_4_R_var,age_4_D_mean,age_4_D_var,age_4_I_mean,age_4_I_var,age_4_IS_mean,age_4_IS_var,age_5_S_mean,age_5_S_var,age_5_E_mean,age_5_E_var,age_5_H_mean,age_5_H_var,age_5_R_mean,age_5_R_var,age_5_D_mean,age_5_D_var,age_5_I_mean,age_5_I_var,age_5_IS_mean,age_5_IS_var,age_6_S_mean,age_6_S_var,age_6_E_mean,age_6_E_var,age_6_H_mean,age_6_H_var,age_6_R_mean,age_6_R_var,age_6_D_mean,age_6_D_var,age_6_I_mean,age_6_I_var,age_6_IS_mean,age_6_IS_var,age_7_S_mean,age_7_S_var,age_7_E_mean,age_7_E_var,age_7_H_mean,age_7_H_var,age_7_R_mean,age_7_R_var,age_7_D_mean,age_7_D_var,age_7_I_mean,age_7_I_var,age_7_IS_mean,age_7_IS_var
0,0.0,0.0,0.0,0.0,0.0,0.0,1265657.253,1082.4874784808806,962.133,948.8581691691679,0.0,0.0,0.0,0.0,0.0,0.0,132.555,145.5104854854854,0.0,0.0,637731.789,553.6821611605505,485.689,488.28856756756795,0.0,0.0,0.0,0.0,0.0,0.0,54.889,59.28196096096096,0.0,0.0,664874.672,561.6961121115986,504.705,495.7837587587581,0.0,0.0,0.0,0.0,0.0,0.0,57.234,64.39563963963968,0.0,0.0,809429.061,701.2605395398737,614.946,593.7748588588588,0.0,0.0,0.0,0.0,0.0,0.0,69.635,79.81158658658642,0.0,0.0,710052.185,599.9887637636634,540.425,549.549924924926,0.0,0.0,0.0,0.0,0.0,0.0,61.19,68.97887887887892,0.0,0.0,600540.04,519.0774774781687,457.78,453.44104104104116,0.0,0.0,0.0,0.0,0.0,0.0,51.464,54.06877277277275,0.0,0.0,632103.397,490.40379479444783,481.187,441.2232542542542,0.0,0.0,0.0,0.0,0.0,0.0,54.796,56.50488888888886,0.0,0.0,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1264388.648,2619.3774734743565,1975.501,2128.630629629625,0.0,0.0,21.617,26.811122122122146,0.0,0.0,358.603,396.9243153153156,2.611,3.593272272272274,637053.751,1450.4134124113057,1034.499,1146.8308298298316,0.0,0.0,8.978,9.893409409409411,0.0,0.0,149.637,172.95018118118108,9.1,13.901901901901892,664179.023,1386.2266976983876,1065.801,1100.2156146146147,0.0,0.0,9.47,10.719819819819833,0.0,0.0,155.462,159.78434034034015,9.626,14.95908308308308,808575.925,1782.3096846847268,1304.309,1433.5110300300319,0.0,0.0,11.447,13.064255255255258,0.0,0.0,189.353,215.75214314314331,11.776,19.31113513513516,709320.136,1329.6711751749517,1129.398,1120.129725725729,0.0,0.0,9.935,12.198973973973983,0.0,0.0,165.847,170.38197297297287,10.199,15.939338338338331,599960.433,1150.3278388381102,915.59,941.8477477477475,0.0,0.0,8.267,9.35306406406405,0.0,0.0,140.538,141.23579179179174,8.522,13.262778778778785,631501.179,1141.3242832845012,955.534,941.0318758758739,0.0,0.0,9.018,10.468144144144146,0.0,0.0,148.374,155.892016016016,9.183,14.211722722722723,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,1262843.871,4837.593952949324,3138.65,3568.259759759767,0.0,0.0,80.415,96.76554054054066,0.0,0.0,670.176,747.360384384384,8.525,12.52847547547546,636180.241,2976.177096096297,1711.144,2099.7610250250264,0.0,0.0,33.551,37.5029019019019,0.0,0.0,282.733,319.17288388388357,29.741,48.75620320320323,663292.097,2675.573164161269,1748.363,2078.0252562562578,0.0,0.0,34.816,41.115259259259204,0.0,0.0,293.867,306.3756866866863,31.337,53.5287317317317,807483.276,3533.64747147331,2147.225,2640.633008008005,0.0,0.0,42.412,54.00826426426427,0.0,0.0,358.5,380.47447447447473,37.98,68.22873073073079,708402.093,2431.9302812858846,1829.853,1989.564955955958,0.0,0.0,36.962,41.19374974974978,0.0,0.0,313.158,323.8368728728727,33.305,63.42309809809811,599290.652,1888.7056016022989,1406.53,1464.04914914915,0.0,0.0,31.203,37.67546646646641,0.0,0.0,260.766,274.8480920920923,27.972,49.799885885885914,630816.233,1893.0217327326484,1453.908,1446.8623983983996,0.0,0.0,33.416,37.490434434434434,0.0,0.0,273.326,293.6633873873874,29.597,52.250665665665636,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,1260925.436,8216.628532537772,4530.188,5657.598254254263,0.0,0.0,189.656,228.3860500500497,0.0,0.0,1072.589,1281.8519309309277,18.243,31.606355355355355,635041.596,5240.623407409286,2567.846,3520.0583423423464,0.0,0.0,80.038,96.6391951951952,0.0,0.0,462.202,532.8320280280282,62.913,126.31067367367358,662149.419,4485.078517518861,2603.105,3208.182157157155,0.0,0.0,82.625,96.12249749749752,0.0,0.0,476.676,542.9459699699703,66.075,128.47319219219227,806067.809,6355.728247244148,3208.191,4325.73625525525,0.0,0.0,101.192,129.6347707707709,0.0,0.0,583.584,627.3422862862851,80.55199999999999,170.00630430430436,707239.819,3982.1944334311584,2689.49,3009.9218218218166,0.0,0.0,87.921,94.04079979979973,0.0,0.0,504.963,510.6883193193194,70.11,135.90173773773785,598499.918,2975.502778780099,1959.296,2222.464848848847,0.0,0.0,73.963,81.41905005005005,0.0,0.0,408.695,458.8888638638642,58.972,111.8666666666667,630017.952,2728.554250249873,2002.947,1981.898089089094,0.0,0.0,78.489,98.93481381381373,0.0,0.0,427.962,426.28884484484564,61.65,121.39407607607609,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,1258525.957,13713.570721706225,6231.053,8473.807998999006,0.0,0.0,365.361,451.01969869869833,0.0,0.0,1575.014,1881.705509509515,31.762999999999998,58.94666766766765,633559.955,8861.702677680221,3661.823,5604.362033033035,0.0,0.0,156.125,185.38275775775773,0.0,0.0,696.529,813.8990580580573,112.039,240.95474174174177,660676.357,7437.268819822308,3681.156,4957.969633633653,0.0,0.0,160.552,192.55985585585606,0.0,0.0,715.205,857.5325075075074,116.42800000000001,254.0114374374375,804235.105,10678.308283288085,4556.419,6791.885324324326,0.0,0.0,196.598,237.42381981981967,0.0,0.0,876.651,1015.8170160160163,141.916,297.13414014014023,705761.776,6379.867691695529,3758.031,4644.174213213214,0.0,0.0,170.694,189.03740140140164,0.0,0.0,750.592,795.4409769769791,122.596,255.3168428428431,597553.062,4275.157313312375,2598.691,2943.12464364364,0.0,0.0,140.622,158.05116716716714,0.0,0.0,588.307,694.5232742742749,100.99900000000001,220.01491191191184,629080.256,4138.6671311331065,2623.728,2816.556572572582,0.0,0.0,149.031,185.96400300300309,0.0,0.0,611.586,649.7703743743751,105.87099999999998,224.89068368368365,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,1255519.557,22111.69444542411,8329.23,13277.392492492412,0.036,0.04875275275275275,623.086,781.1297337337346,0.0,0.0,2199.173,2897.0701411411424,49.614999999999995,96.30942842842845,631636.049,14445.059658656795,5062.215,8538.220995996007,0.189,0.2255045045045044,271.532,314.4934694694694,0.0,0.0,1002.198,1204.525321321323,178.107,393.7172382382379,658777.686,13024.523927930886,5051.057,8250.914665665687,0.215,0.2590340340340343,279.407,318.92427527527536,0.0,0.0,1022.11,1166.7606606606605,183.75400000000002,414.55824824824845,801868.06,17428.635035034797,6270.363,10640.90413513517,0.272,0.3123283283283285,341.416,425.946890890891,0.0,0.0,1257.319,1450.1073463463456,224.65600000000003,511.7187207207208,703875.592,10623.767303299725,5102.226,7369.83676076078,0.27,0.317417417417417,295.6,335.06506506506474,0.0,0.0,1061.893,1207.8273783783786,192.673,418.0130460460458,596411.164,6053.534638638196,3353.217,3857.671582582573,0.312,0.38303903903903935,238.66,272.2706706706703,0.0,0.0,801.854,907.0677517517527,154.062,332.89735535535533,627968.229,5684.3489079071305,3341.781,3611.3103493493454,0.559,0.7813003003003002,250.252,309.4299259259259,0.0,0.0,827.789,953.6120910910907,160.69400000000002,381.34916116116125,113093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.853,2.3036946946946912,0.0,0.0,0.0,0.0,1251737.682,35225.64852452464,10941.54,20430.837237237258,0.277,0.3326036036036034,984.57,1281.5486486486502,0.0,0.0,2974.776,3997.551375375363,72.047,149.15002702702697,629152.503,21791.14313413004,6848.191,12359.70622522526,1.133,1.3566676676676679,442.277,533.0773483483481,0.0,0.0,1397.364,1795.6151191191193,263.08799999999997,595.7850110110112,656340.587,20703.972403397507,6789.832,11972.278054054017,1.263,1.4893203203203227,453.596,527.2840680680686,0.0,0.0,1415.64,1807.6420420420438,269.216,599.068116116116,798821.968,27238.691667671097,8450.624,16255.822446446437,1.265,1.4181931931931946,555.858,704.9007367367368,0.001,0.0010000000000000005,1745.82,2203.5711711711697,330.22700000000003,754.7866516516515,701471.828,16515.836252254743,6796.254,10950.630114114112,1.426,1.6461701701701708,476.947,565.7919829829826,0.001,0.0010000000000000013,1457.168,1598.3241001001022,279.389,630.4924634634634,595022.909,8376.603322322751,4260.381,5232.408247247286,1.771,2.23279179179179,375.914,434.6432472472471,0.003,0.0029939939939939903,1055.848,1283.1100060060055,216.93599999999998,482.0430850850849,626636.381,7938.990829828568,4190.174,4899.945669669653,2.89,4.474374374374373,391.692,482.41154754754695,0.008,0.00794394394394395,1079.247,1260.486477477478,223.873,513.5021211211208,113051.34,1203.1375375375956,41.66,1203.137537537538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8.23,10.241341341341348,0.013,0.012843843843843853,0.012,0.01186786786786788,1246994.696,56624.44402802873,14193.183,31538.680191191175,0.891,0.9841031031031038,1473.804,1951.2168008008011,0.0,0.0,3936.884,5753.736280280291,98.475,218.05159059059045,625954.677,35662.3430140117,9129.152,19924.949845845844,3.025,3.7240990990990945,685.838,833.1208768768769,0.002,0.001997997997997999,1904.003,2580.5795705705664,371.197,842.2370880880883,653223.226,33275.31824224709,8992.875,18669.739114114083,3.304,3.807391391391391,701.387,927.1944254254236,0.001,0.0010000000000000007,1916.639,2544.256935935943,375.027,893.3235645645647,794913.226,44215.45237636577,11224.428,25652.437253253218,3.563,3.8839149149149166,862.16,1195.5279279279266,0.004,0.003987987987987988,2369.06,3175.415815815816,462.95300000000003,1040.210403403404,698419.004,26627.779763768118,8930.136,16878.926430430438,3.775,4.296671671671676,731.895,953.9058808808813,0.007,0.006957957957957967,1955.108,2244.524860860857,387.723,910.5292862862867,593325.939,11805.793072063065,5363.711,7521.83931831834,4.905,6.268243243243247,561.435,623.6654404404403,0.014,0.013817817817817797,1358.963,1739.8234544544553,288.378,687.3020720720724,625036.827,10691.856927927503,5201.569,6782.898137137151,7.854,11.468152152152177,580.242,696.0034394394376,0.059,0.05957857857857854,1373.056,1672.985849849852,295.409,690.4852402402403,112825.694,9891.015379379593,262.014,9337.030834834843,0.0,0.0,0.0,0.0,0.0,0.0,4.257,15.9468978978979,0.0,0.0
8,17.67,22.58768768768771,0.074,0.07059459459459479,0.07,0.06716716716716709,1241040.9,88681.25325328011,18248.627,48790.3662372379,2.016,2.253997997997996,2124.925,2858.269644644639,0.0,0.0,5135.588,7802.042298298276,130.071,294.0997247247248,621859.516,57403.67942341925,12022.208,30895.304040040053,6.195,7.114089089089088,1022.784,1329.428772772772,0.003,0.0029939939939939955,2555.943,3875.30105205205,505.682,1196.6600960960955,649250.956,53082.54861261012,11778.724,28453.935759759825,6.69,7.555455455455462,1040.991,1436.8417607607607,0.004,0.003987987987987992,2554.219,3840.41545445446,509.04499999999996,1249.724825825825,789931.909,71369.49020921926,14726.576,39210.79702102123,7.072,7.796612612612623,1282.463,1703.5762072072052,0.012,0.011867867867867862,3167.349,4950.753952952967,630.059,1510.9636726726746,694554.06,41251.26966966563,11610.591,25209.803522522576,7.483,8.059770770770767,1079.161,1420.251330330331,0.022,0.023539539539539526,2583.874,3330.6167407407393,522.094,1252.7149269269262,591244.798,16975.766962964248,6714.565,10486.936711711669,9.899,12.539338338338348,804.749,917.3473463463462,0.054,0.05113513513513518,1722.233,2139.640351351352,371.408,892.9261761761749,623102.514,14629.947751744958,6422.894,8979.632396396404,15.795,22.655630630630665,824.454,1038.1420260260265,0.179,0.1751341341341342,1719.161,1950.964043043055,377.15000000000003,914.2803823823829,112211.709,39876.82514414442,843.375,35309.11348848851,0.0,0.0,0.742,1.1666026026026015,0.0,0.0,29.651,164.904103103103,0.597,1.0596506506506504
9,28.862,40.45340940940938,0.187,0.1962272272272271,0.168,0.17394994994994986,1233576.982,132899.25292888895,23313.787,70078.80843943941,3.579,4.08784684684685,2975.211,4177.061540540545,0.0,0.0,6624.554,11896.685769769796,169.16199999999998,392.2000900900898,616636.924,91166.24246645738,15685.637,46773.654885886026,10.893,11.747298298298288,1479.534,2055.2060500500456,0.007,0.006957957957957962,3386.925,5854.982357357353,678.271,1563.449384384385,644203.576,82135.34356757518,15293.327,42556.51458558573,11.685,13.146921921921905,1498.196,2113.002586586584,0.011,0.010889889889889905,3364.218,5803.862338338332,677.5819999999999,1586.994772772773,783592.355,114230.71168668808,19151.898,62247.82542142128,12.084,13.810754754754738,1849.259,2550.4523713713756,0.022,0.021537537537537538,4182.463,6562.791422422384,840.563,2075.6021911911903,689664.297,67120.30709809595,14984.105,39913.53150650648,12.924,14.730954954954962,1543.023,2068.5029739739757,0.06,0.06046046046046039,3375.658,4682.8759119119095,689.849,1712.737852852853,588683.829,23719.531290295068,8378.069,14043.42566466469,16.805,20.72369869869868,1116.383,1371.6920030029987,0.128,0.12373973973973976,2160.115,2729.511286286284,467.1809999999999,1126.4154624624616,620755.556,19514.805669670768,7905.142,11598.147983983981,26.793,37.7018528528528,1131.927,1393.5852562562566,0.414,0.390994994994995,2131.645,2434.699674674675,469.998,1127.9975555555548,110978.293,113729.45060160034,1972.385,95072.06283783785,0.0,0.0,5.539,12.062541541541547,0.0,0.0,108.403,804.4430340340328,5.224,11.229899899899904
